customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
1496-GGSUK,Yes,Female,Sí,No,No,1,Month-to-month,Yes,Mailed check,25.7,25.7,No,No phone service,DSL,No,No,No,No,No,No
1498-DQNRX,No,Female,No,Yes,No,29,Month-to-month,No,Mailed check,19.85,573.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1498-NHTLT,No,Male,No,Yes,Yes,59,Two year,Yes,Electronic check,86.75,5186.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1501-SGHBW,Yes,Male,No,No,No,2,Month-to-month,No,Mailed check,45.85,81.0,Yes,No,DSL,No,No,No,No,No,No
1502-XFCVR,Yes,Female,No,No,No,58,One year,Yes,Electronic check,106.45,6145.85,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1506-YJTYT,No,Male,No,Yes,Yes,45,Two year,No,Credit card (automatic),73.85,3371.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
1508-DFXCU,No,Male,No,No,No,12,Month-to-month,Yes,Electronic check,81.45,912.0,Yes,No,Fiber optic,No,No,No,No,Yes,No
1513-XNPPH,Yes,Female,No,No,No,12,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
1518-OMDIK,No,Male,No,Yes,No,33,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,Yes,No,DSL,No,No,No,No,No,No
1518-VOWAV,Yes,Female,No,No,No,9,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
1522-VVDMG,Yes,Male,No,Yes,Yes,7,Month-to-month,Yes,Electronic check,89.75,608.8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
1525-LNLOJ,No,Male,No,Yes,Yes,66,Two year,Yes,Bank transfer (automatic),63.3,4189.7,Yes,Yes,DSL,No,No,Yes,No,Yes,No
1527-SXDPN,Yes,Male,No,Yes,Yes,52,Two year,Yes,Bank transfer (automatic),96.25,4990.25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1530-ZTDOZ,No,Female,No,Yes,No,49,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No,No phone service,DSL,Yes,No,No,No,Yes,No
1534-OULXE,No,Female,No,Yes,Yes,61,One year,Yes,Bank transfer (automatic),49.7,2961.4,Yes,No,DSL,Yes,No,No,No,No,No
1535-VTJOQ,No,Female,No,No,No,24,Two year,No,Credit card (automatic),25.15,553.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1536-HBSWP,No,Female,No,No,No,1,Month-to-month,Yes,Electronic check,49.9,49.9,Yes,No,DSL,No,No,No,Yes,No,No
1536-YHDOE,No,Male,No,Yes,Yes,17,One year,Yes,Mailed check,62.1,1096.65,Yes,Yes,DSL,Yes,No,No,Yes,No,No
1539-LNKHM,No,Female,No,No,No,12,Month-to-month,No,Mailed check,20.4,266.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1541-ETJZO,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,62.05,62.05,Yes,Yes,DSL,No,No,Yes,Yes,No,No
1543-LLLFT,No,Male,Sí,Yes,No,61,One year,Yes,Mailed check,98.3,6066.55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
1544-JJMYL,No,Male,No,No,No,27,One year,No,Credit card (automatic),69.35,1927.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
1545-ACTAS,No,Female,No,Yes,Yes,48,One year,Yes,Bank transfer (automatic),99.7,4977.2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
1545-JFUML,No,Male,No,Yes,No,71,Two year,Yes,Electronic check,99.0,6994.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
1548-ARAGG,No,Female,No,Yes,Yes,4,Month-to-month,Yes,Mailed check,58.5,224.85,Yes,Yes,DSL,No,Yes,No,Yes,No,No
1548-FEHVL,No,Male,No,Yes,No,61,Month-to-month,Yes,Electronic check,106.2,6375.2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1550-EENBN,No,Female,No,No,No,31,Month-to-month,No,Electronic check,104.35,3205.6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
1550-LOAHA,Yes,Female,No,Yes,No,32,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
1552-AAGRX,No,Female,No,No,No,30,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
1552-CZCLL,No,Female,No,Yes,Yes,55,Month-to-month,No,Credit card (automatic),20.0,1087.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1552-TKMXS,No,Female,No,Yes,No,42,Month-to-month,No,Credit card (automatic),20.35,869.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1555-DJEQW,Yes,Female,No,Yes,Yes,70,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1555-HAPSU,No,Female,No,Yes,Yes,71,Two year,No,Credit card (automatic),23.9,1663.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1557-EMYVT,No,Female,No,No,No,43,Two year,No,Credit card (automatic),115.05,4895.1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1559-DTODC,No,Male,No,No,No,19,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,No,No phone service,DSL,No,No,No,No,No,No
1561-BWHIN,No,Male,No,Yes,Yes,19,One year,No,Mailed check,19.8,344.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1563-IWQEX,No,Female,No,No,No,12,Month-to-month,No,Mailed check,19.7,220.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1564-HJUVY,No,Male,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,Yes,No,DSL,No,Yes,No,Yes,Yes,No
1564-NTYXF,Yes,Female,Sí,No,No,13,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1565-RHDJD,Yes,Female,No,No,Yes,4,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
1567-DSCIC,Yes,Male,No,No,No,8,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1568-BEKZM,No,Male,Sí,Yes,No,70,Two year,No,Credit card (automatic),90.05,6333.4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1568-LJSZU,No,Male,No,Yes,Yes,68,Two year,Yes,Credit card (automatic),92.2,6392.85,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1569-TTNYJ,Yes,Male,No,Yes,No,5,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
1571-SAVHK,Yes,Male,No,No,No,12,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1573-LGXBA,No,Male,No,Yes,Yes,57,One year,Yes,Credit card (automatic),97.55,5598.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1574-DYCWE,No,Female,No,Yes,Yes,51,Two year,No,Mailed check,19.95,1028.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1575-KRZZE,No,Female,No,No,No,4,Month-to-month,No,Electronic check,55.2,220.65,Yes,No,DSL,Yes,Yes,No,No,No,No
1576-PFZIW,No,Male,Sí,Yes,No,70,Two year,No,Credit card (automatic),105.35,7511.9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1577-HKTFG,Yes,Female,No,Yes,No,30,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1579-KLYDT,Yes,Male,No,No,No,7,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
1580-BMCMR,No,Male,Sí,No,No,19,Month-to-month,Yes,Electronic check,87.3,1637.3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
1582-RAFML,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,60.1,60.1,Yes,Yes,DSL,No,Yes,No,Yes,No,No
1583-IHQZE,Yes,Male,No,No,No,12,Month-to-month,Yes,Mailed check,112.95,1384.75,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1585-MQSSU,Yes,Male,No,No,No,17,Month-to-month,No,Mailed check,51.5,900.5,Yes,No,DSL,No,No,No,Yes,No,No
1587-FKLZB,Yes,Male,Sí,Yes,Yes,66,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1589-AGTLK,Yes,Male,No,No,No,3,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,No,DSL,No,No,No,No,No,No
1591-MQJTP,No,Male,Sí,Yes,No,51,One year,Yes,Bank transfer (automatic),93.65,4839.15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
1591-NFNLQ,Yes,Male,No,No,No,51,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
1591-XWLGB,No,Female,No,Yes,No,71,Two year,No,Credit card (automatic),19.85,1379.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1596-BBVTG,Yes,Male,No,No,No,35,Month-to-month,No,Credit card (automatic),75.35,2636.05,Yes,Yes,Fiber optic,No,No,No,No,No,No
1596-OQSPS,No,Female,No,No,No,11,Month-to-month,No,Electronic check,51.1,531.15,Yes,No,DSL,No,Yes,No,No,No,No
1597-FZREH,Yes,Female,No,No,No,2,Month-to-month,No,Electronic check,76.4,160.8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
1597-LHYNC,Yes,Female,Sí,No,No,26,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1599-EAHXY,No,Male,No,Yes,Yes,60,One year,No,Credit card (automatic),23.95,1506.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1599-MMYRQ,No,Male,No,Yes,Yes,62,One year,Yes,Credit card (automatic),81.45,4983.05,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
1600-DILPE,No,Female,No,No,No,12,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,Yes,No,DSL,No,No,No,No,No,No
1602-IJQQE,Yes,Female,No,No,No,4,Month-to-month,No,Electronic check,75.35,338.1,Yes,Yes,Fiber optic,No,No,No,No,No,No
1608-GMEWB,No,Male,Sí,No,No,45,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1612-EOHDH,Yes,Female,No,No,No,1,Month-to-month,No,Electronic check,45.15,45.15,Yes,No,DSL,No,No,No,No,No,No
1614-JBEBI,No,Female,No,No,No,8,Month-to-month,Yes,Mailed check,20.7,137.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1618-CFHME,Yes,Female,No,No,No,2,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,Yes,Fiber optic,No,No,No,No,No,No
1619-YWUBB,No,Female,No,Yes,No,68,Two year,Yes,Credit card (automatic),24.95,1614.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1621-YNCJH,No,Female,No,Yes,No,36,Two year,Yes,Credit card (automatic),106.05,3834.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1622-HSHSF,No,Female,No,No,No,1,Month-to-month,Yes,Mailed check,19.55,19.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1623-NLDOT,Yes,Female,No,Yes,No,42,One year,No,Mailed check,33.55,1445.3,No,No phone service,DSL,No,Yes,No,Yes,No,No
1624-NALOJ,Yes,Male,Sí,No,No,5,Month-to-month,Yes,Electronic check,89.8,502.6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
1624-WOIWJ,Yes,Female,No,No,No,10,Month-to-month,Yes,Mailed check,84.7,832.05,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
1625-JAIIY,Yes,Female,No,Yes,Yes,68,One year,Yes,Electronic check,83.0,5685.8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
1626-ERCMM,Yes,Male,Sí,Yes,No,20,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1627-AFWVJ,No,Female,No,No,No,29,Two year,No,Mailed check,19.4,554.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1628-BIZYP,No,Male,No,No,No,1,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
1629-DQQVB,No,Female,No,No,No,14,Month-to-month,No,Bank transfer (automatic),50.1,709.5,Yes,No,DSL,Yes,No,No,No,No,No
1635-FJFCC,No,Female,No,No,No,5,Month-to-month,Yes,Credit card (automatic),44.05,202.15,Yes,No,DSL,No,No,No,No,No,No
1635-HDGFT,No,Female,No,No,Yes,19,Two year,No,Mailed check,20.5,398.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1635-NZATJ,No,Male,Sí,Yes,No,71,Two year,No,Credit card (automatic),25.45,1789.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1636-NTNCO,No,Male,Sí,No,No,4,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
1640-PLFMP,No,Female,No,No,No,1,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,No,Fiber optic,No,No,No,No,No,No
1641-BYBTK,No,Male,No,No,Yes,6,Month-to-month,Yes,Mailed check,20.2,98.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1641-RQDAY,No,Female,Sí,Yes,Yes,32,Month-to-month,Yes,Electronic check,100.4,3217.65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1642-HMARX,No,Female,No,Yes,No,68,Two year,Yes,Electronic check,91.7,6424.7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1644-IRKSF,Yes,Female,No,Yes,Yes,33,One year,Yes,Electronic check,93.8,3124.5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
1656-DRSMG,No,Female,No,No,No,63,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1657-DYMBM,No,Male,No,Yes,No,53,Two year,No,Credit card (automatic),19.9,1110.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1658-BYGOY,Yes,Male,Sí,No,No,18,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
1658-TJVOA,No,Female,Sí,No,No,6,Month-to-month,Yes,Electronic check,74.1,450.9,Yes,No,Fiber optic,Yes,No,No,No,No,No
1658-XUHBX,No,Female,Sí,Yes,Yes,59,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
1660-HSOOQ,Yes,Male,No,No,No,1,Month-to-month,Yes,Mailed check,49.65,49.65,Yes,No,DSL,No,No,Yes,No,No,No
1661-CZBAU,No,Male,No,No,No,48,One year,Yes,Bank transfer (automatic),70.95,3629.2,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
1663-MHLHE,No,Male,No,No,No,1,Month-to-month,No,Mailed check,19.2,19.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1666-JXLKU,No,Female,No,No,No,37,Month-to-month,Yes,Electronic check,100.05,3810.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1666-JZPZT,No,Male,No,No,No,27,Month-to-month,No,Mailed check,49.0,1291.35,Yes,Yes,DSL,No,No,No,No,No,No
1670-SVOWZ,Yes,Female,No,Yes,Yes,14,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes
1676-MQAOA,No,Male,No,No,No,72,Two year,Yes,Bank transfer (automatic),75.1,5336.35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
1678-FYZOW,Yes,Female,No,No,No,3,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,No,Fiber optic,No,No,No,No,Yes,No
1679-JRFBR,No,Female,No,Yes,Yes,70,One year,Yes,Credit card (automatic),108.15,7930.55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1680-VDCWW,No,Male,No,Yes,No,12,One year,No,Bank transfer (automatic),19.8,202.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1682-VCOIO,No,Male,No,No,No,23,One year,No,Mailed check,20.45,481.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1684-FLBGS,No,Female,No,Yes,Yes,23,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
1685-BQULA,No,Female,No,No,No,40,Month-to-month,Yes,Bank transfer (automatic),93.4,3756.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1685-VAYJF,No,Male,No,No,No,11,Month-to-month,No,Credit card (automatic),45.2,492.0,Yes,No,DSL,No,No,No,No,No,No
1686-STUHN,No,Male,No,No,No,42,One year,No,Bank transfer (automatic),19.8,849.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1689-MRZQR,Yes,Male,No,Yes,Yes,34,Month-to-month,No,Electronic check,78.3,2564.3,Yes,No,Fiber optic,No,No,No,No,Yes,No
1689-YQBYY,No,Female,No,No,Yes,12,Month-to-month,Yes,Electronic check,76.6,893.0,Yes,Yes,Fiber optic,No,No,No,No,No,No
1696-HXOWK,No,Female,No,Yes,No,71,One year,No,Mailed check,95.65,6856.95,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
1696-MZVAU,No,Male,No,Yes,Yes,39,One year,Yes,Credit card (automatic),25.25,947.75,No,No phone service,DSL,No,No,No,No,No,No
1697-BCSHV,No,Female,No,Yes,Yes,58,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,Yes,Yes,DSL,No,Yes,No,No,Yes,No
1697-LYYYX,No,Female,No,Yes,Yes,61,One year,No,Credit card (automatic),19.1,1143.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1697-NVVGY,No,Male,Sí,Yes,No,19,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,Yes,No,DSL,Yes,No,Yes,No,Yes,No
1698-XFZCI,No,Male,No,No,No,61,One year,Yes,Electronic check,107.75,6521.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1699-HPSBG,Yes,Male,No,No,No,12,One year,Yes,Electronic check,59.8,727.8,Yes,No,DSL,No,No,No,Yes,Yes,No
1699-TLDLZ,No,Female,No,Yes,Yes,16,Two year,No,Mailed check,19.7,301.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1699-UOTXU,No,Male,No,No,No,60,Two year,No,Electronic check,61.4,3638.25,Yes,No,DSL,Yes,Yes,Yes,No,No,No
1702-CCFNJ,No,Male,No,Yes,No,52,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,Yes,Yes,DSL,No,Yes,No,Yes,No,No
1703-MGIAB,No,Female,No,No,No,17,Month-to-month,Yes,Mailed check,69.0,1108.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
1704-NRWYE,Yes,Female,Sí,No,No,9,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,No,Fiber optic,No,No,No,No,Yes,No
1705-GUHPV,No,Female,No,No,No,63,Two year,No,Mailed check,24.2,1618.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1707-HABPF,No,Female,Sí,No,No,46,One year,Yes,Bank transfer (automatic),91.3,4126.35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
1708-PBBOA,No,Female,No,No,No,42,One year,Yes,Electronic check,54.75,2348.45,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
1709-EJDOX,No,Female,No,Yes,Yes,47,Two year,No,Mailed check,19.75,948.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1710-RCXUS,No,Male,No,Yes,No,51,One year,Yes,Credit card (automatic),90.35,4614.55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
1716-LSAMB,No,Male,No,Yes,Yes,45,Two year,No,Bank transfer (automatic),54.65,2553.7,Yes,No,DSL,Yes,No,No,Yes,No,No
1722-LDZJS,No,Male,No,Yes,Yes,53,One year,No,Credit card (automatic),20.2,1068.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1723-HKXJQ,Yes,Male,No,No,No,42,Month-to-month,Yes,Electronic check,101.75,4273.45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1724-BQUHA,Yes,Male,Sí,No,No,5,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1724-IQWNM,No,Male,No,No,Yes,1,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1725-IQNIY,Yes,Male,No,Yes,No,54,Two year,No,Bank transfer (automatic),109.75,6110.2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1725-MIMXW,Yes,Male,No,No,Yes,1,Month-to-month,Yes,Mailed check,19.45,19.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1728-BQDMA,No,Female,No,No,No,2,Month-to-month,No,Electronic check,44.45,82.7,Yes,No,DSL,No,No,No,No,No,No
1728-CXQBE,No,Male,Sí,Yes,No,64,Month-to-month,Yes,Electronic check,94.25,6081.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
1729-VLAZJ,No,Female,No,No,Yes,10,One year,No,Mailed check,40.25,411.45,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
1730-VFMWO,No,Female,No,Yes,No,34,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,Yes,No,DSL,No,No,No,Yes,No,No
1730-ZMAME,No,Female,Sí,No,No,32,Month-to-month,Yes,Electronic check,79.5,2665.0,Yes,No,Fiber optic,No,No,No,No,No,Yes
1731-TVIUK,Yes,Female,No,No,No,4,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
1732-FEKLD,No,Female,No,No,No,54,One year,Yes,Bank transfer (automatic),94.75,5121.75,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1732-VHUBQ,Yes,Female,Sí,Yes,Yes,47,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes,No,Fiber optic,No,No,No,No,No,No
1734-ZMNTZ,No,Female,No,Yes,Yes,11,Two year,No,Mailed check,25.0,300.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1735-XMJVH,No,Male,No,Yes,Yes,8,Month-to-month,Yes,Mailed check,19.35,152.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1740-CSDJP,Yes,Male,No,No,No,1,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,No,No phone service,DSL,No,No,No,No,No,Yes
1741-WTPON,No,Male,No,Yes,Yes,56,Two year,No,Mailed check,115.85,6567.9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1744-JHKYS,No,Female,No,Yes,No,34,Month-to-month,No,Electronic check,24.7,780.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1746-TGTWV,No,Male,No,Yes,No,1,Month-to-month,No,Credit card (automatic),75.35,75.35,Yes,No,Fiber optic,No,No,Yes,No,No,No
1750-CSKKM,Yes,Male,No,No,Yes,9,Month-to-month,No,Electronic check,55.35,449.75,Yes,No,DSL,No,No,No,No,Yes,No
1751-NCDLI,No,Male,Sí,Yes,No,46,Month-to-month,Yes,Electronic check,98.85,4564.9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1752-OZXFY,No,Male,No,Yes,No,60,One year,Yes,Mailed check,59.8,3561.15,Yes,No,DSL,Yes,No,No,No,Yes,No
1754-GKYPY,No,Male,Sí,Yes,No,22,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1755-FZQEC,No,Male,No,No,No,39,One year,No,Mailed check,19.9,791.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1755-RMCXH,No,Male,No,Yes,Yes,2,Month-to-month,No,Mailed check,20.3,40.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1757-TCATG,No,Male,No,Yes,Yes,35,One year,No,Bank transfer (automatic),20.05,746.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1760-CAZHT,No,Male,No,No,Yes,25,Month-to-month,No,Mailed check,20.8,460.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1761-AEZZR,Yes,Male,No,No,No,1,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,No,Fiber optic,No,No,No,No,Yes,No
1763-KUAAW,No,Female,Sí,No,No,18,One year,No,Bank transfer (automatic),20.35,369.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1763-WQFUK,No,Male,No,No,No,3,Month-to-month,Yes,Mailed check,50.5,147.75,Yes,No,DSL,No,No,No,Yes,No,No
1764-VUUMT,No,Male,No,No,Yes,66,Two year,No,Credit card (automatic),19.95,1269.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1766-GKNMI,No,Male,No,No,No,29,Month-to-month,Yes,Electronic check,84.9,2516.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
1767-CJKBA,No,Male,No,No,No,66,Two year,No,Mailed check,25.1,1697.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1767-TGTKO,No,Female,No,Yes,Yes,8,Month-to-month,Yes,Electronic check,45.45,411.75,Yes,No,DSL,No,No,No,No,No,No
1768-HNVGJ,No,Female,Sí,No,No,45,Month-to-month,Yes,Electronic check,70.05,3062.45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
1768-ZAIFU,Yes,Female,Sí,No,No,1,Month-to-month,Yes,Electronic check,25.2,25.2,No,No phone service,DSL,No,No,No,No,No,No
1769-GRUIK,No,Female,No,No,No,18,Month-to-month,Yes,Electronic check,71.1,1247.75,Yes,No,Fiber optic,No,No,No,No,No,No
1771-OADNZ,Yes,Male,Sí,Yes,No,29,Month-to-month,Yes,Electronic check,95.9,2745.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
